trace,reps,level,metric,quantity,pair,label,diff,lo,hi,resolved,verdict
primary,"0,1,2,3,4",2,mean,gain,CAP-G1200 - FIX-G1200,capped relative vs fixed budget at G = 1200 s,0.0034031267242864427,0.00020633802533516488,0.008190404398111294,True,CAP-G1200 better
primary,"0,1,2,3,4",2,mean,red_pct,CAP-G1200 - FIX-G1200,capped relative vs fixed budget at G = 1200 s,0.28704648370379005,0.015712958799285203,0.6653806532882877,True,CAP-G1200 better
primary,"0,1,2,3,4",2,mean,gain,CAP-G1200 - SPJF-tweedie,"guard vs unguarded, G = 1200 s",-0.08553991275626172,-0.10334241400798626,-0.0545583556593873,True,SPJF-tweedie better
primary,"0,1,2,3,4",2,mean,red_pct,CAP-G1200 - SPJF-tweedie,"guard vs unguarded, G = 1200 s",-7.138585185725859,-8.822899283783617,-4.420921690235153,True,SPJF-tweedie better
primary,"0,1,2,3,4",2,mean,gain,FIX-G1200 - SPJF-tweedie,"fixed-budget guard vs unguarded, G = 1200 s",-0.08894303948054816,-0.10575689482236286,-0.06064394232629887,True,SPJF-tweedie better
primary,"0,1,2,3,4",2,mean,red_pct,FIX-G1200 - SPJF-tweedie,"fixed-budget guard vs unguarded, G = 1200 s",-7.425631669429649,-9.03437891471685,-4.879836077848617,True,SPJF-tweedie better
primary,"0,1,2,3,4",2,mean,gain,SKIP-G1200 - SPJF-tweedie,finite-skip vs unguarded at equal G = 1200 s,-0.8259140339549101,-0.8519875911180277,-0.7801954947470094,True,SPJF-tweedie better
primary,"0,1,2,3,4",2,mean,red_pct,SKIP-G1200 - SPJF-tweedie,finite-skip vs unguarded at equal G = 1200 s,-68.948517466755,-72.90795436242595,-62.317068663029765,True,SPJF-tweedie better
primary,"0,1,2,3,4",2,mean,gain,CAP-G1200 - SKIP-G1200,capped relative vs finite-skip at G = 1200 s,0.7403741211986484,0.7161882740040652,0.7546126480775464,True,CAP-G1200 better
primary,"0,1,2,3,4",2,mean,red_pct,CAP-G1200 - SKIP-G1200,capped relative vs finite-skip at G = 1200 s,61.80993228102915,57.484159987760094,64.20793800543117,True,CAP-G1200 better
primary,"0,1,2,3,4",2,mean,gain,CAP-G600-reversed - SPJF-reversed,guard vs unguarded under the reversed predictor,0.2373843050679154,0.2041656917845266,0.26043329887223043,True,CAP-G600-reversed better
primary,"0,1,2,3,4",2,mean,red_pct,CAP-G600-reversed - SPJF-reversed,guard vs unguarded under the reversed predictor,19.821166732341993,16.572797205996082,21.779708279615935,True,CAP-G600-reversed better
primary,"0,1,2,3,4",2,mean,gain,CAP-G600-random - SPJF-random,guard vs unguarded under the random predictor,-0.16249591818245018,-0.1787401057157821,-0.13250761426105268,True,SPJF-random better
primary,"0,1,2,3,4",2,mean,red_pct,CAP-G600-random - SPJF-random,guard vs unguarded under the random predictor,-13.571509695772736,-15.312573095771999,-10.642903224074084,True,SPJF-random better
primary,"0,1,2,3,4",2,mean,gain,CAP-G600-top1short - SPJF-top1short,guard vs unguarded under the top1short predictor,0.0744618400739665,0.05379540780970221,0.09883666443483037,True,CAP-G600-top1short better
primary,"0,1,2,3,4",2,mean,red_pct,CAP-G600-top1short - SPJF-top1short,guard vs unguarded under the top1short predictor,6.2185436637726355,4.487368560603339,8.116104742120294,True,CAP-G600-top1short better
